source_page,dictionary_name,word,phonetic,part_of_speech_raw,part_of_speech_code,meaning_vi,is_subentry,example_en,example_vi,image_path,reviewed
1363,Military Dictionary,aero sct plat (aeroscout platoon),,,,trung đội trinh sát đường không,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,"AEROFLOT (Aero Flotilla, Soviet Air Lines)",,,,(Nga) hãng hàng không Liên Xô (cũ),FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,aeromed (aeromedical),,,,chuyển thương đường không,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AES (aeromedical evacuation squadron),,,,phi đội chuyển thương đường không,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AES (aeromedical evacuation system),,,,hệ thống chuyển thương đường không,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AETC (Air Education and Training Command),,,,bộ chỉ huy huấn luyện và đào tạo không quân,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AETF (air and space expeditionary task force),,,,"cụm không quân chiến dịch (lâm thời) viễn chinh không gian và vũ trụ, lực lượng đặc nhiệm viễn chinh hàng không vũ trụ",FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AEU (assign essential user bypass),,,,xác định đường vòng tránh cho các đơn vị quan trọng,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AEV (armored engineer vehicle),,,,xe công binh công trình bọc thép,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AEW (air expeditionary wing),,,,phi đoàn không quân viễn chinh,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AEW (airborne early warning),,,,sự phát hiện từ xa bằng trạm báo động trên không; sự cảnh báo sớm máy bay địch; sự cảnh báo sớm đường không,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AEW&C (airborne early warning and control),,,,(máy bay) kiểm soát và cảnh báo sớm đường không,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AEWS (advanced earth satellite weapons system),,,,hệ thống vũ khí vệ tinh trái đất cải tiến,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,a-f (audio-frequency),,,,âm tần,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AF (Air Force),,,,"không quân, lực lượng không quân",FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AF (amphibious force),,,,"lực lượng tác chiến thủy bộ, lực lượng đổ bộ đường biển",FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AF (Army form),,,,mẫu văn kiện cho lục quân,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AF HQ (air force headquarters),,,,"bộ chỉ huy không quân, sở chỉ huy không quân",FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AF HQ (Allied Forces Headquarters),,,,"bộ chỉ huy quân đồng minh, sở chỉ huy liên quân",FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AF Res (Air Force Reserve),,,,lực lượng dự bị không quân,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,"AF/DP (Deputy Chief of Staff for Personnel, United States Air Force)",,,,phó tham mưu trưởng về quân lực của không quân Mỹ,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,"AF/IL (Deputy Chief of Staff for Installations and Logistics, USAF)",,,,phó tham mưu trưởng về hậu cần và kho tàng của không quân Mỹ,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,"AF/XO (Deputy Chief of Staff for Plans and Operations, United States Air Force)",,,,phó tham mưu trưởng về kế hoạch và tác chiến của không quân Mỹ,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,"AF/XOI (Air Force Director of Intelligence, Surveillance, and Reconnaissance)",,,,"tổng cục trưởng tổng cục tình báo, do thám và trinh sát của không quân Mỹ",FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,"AF/XOO (Director of Operations, United States Air Force)",,,,cục trưởng cục tác chiến của không quân Mỹ,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,afa (audio-frequency amplifier),,,,máy khuếch đại âm tần,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AFAARS (Air Force After Action Reporting System),,,,hệ thống báo cáo kết quả hoạt động của không quân,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AFAFC (Air Force Accounting and Finance Center),,,,trung tâm thống kê và tài chính không quân,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AFAITC (Armed Forces Air Intelligence Training Center),,,,trung tâm huấn luyện tình báo đường không của quân đội,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AFAK (Armed Forces assistance in Korea),,,,sự giúp đỡ từ phía lực lượng vũ trang ở Triều Tiên,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AFAP (artillery-fired atomic projectile),,,,đạn pháo nguyên tử,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AFARN (Air Force air request net),,,,mạng thông tin yêu cầu không quân chi viện,FALSE,,,img_1363.jpg,FALSE
1363,Military Dictionary,AFAS (Advanced Field Artillery System),,,,hệ thống pháo binh dã chiến tiên tiến; tổ hợp pháo binh dã chiến cải tiến,FALSE,,,img_1363.jpg,FALSE
1364,Military Dictionary,AFASE (Association for Applied Solar Energy),,,,hội ứng dụng năng lượng mặt trời,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFATDS (Advanced Field Artillery Tactical Data System),,,,hệ thống dữ liệu chiến thuật pháo binh dã chiến cải tiến,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,"AFB (Air Force base, USA)",,,,căn cứ không quân (Mỹ),FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFBM (Air Force ballistic missile),,,,tên lửa đạn đạo không quân,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFBMC (Air Force Ballistic Missile Center),,,,trung tâm tên lửa đạn đạo không quân,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFBMC (Air Force Ballistic Missile Committee),,,,uỷ ban tên lửa đạn đạo không quân,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFBMD (Air Force Ballistic Missile Division),,,,cục tên lửa đạn đạo không quân,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFBMTC (Air Force Ballistic Missile Training Center),,,,trung tâm huấn luyện tên lửa đạn đạo không quân,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFBSD (Air Force Ballistic Systems Division),,,,cục hệ thống tên lửa đạn đạo không quân,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFC (area frequency coordinator),,,,sĩ quan phối hợp tần số (thông tin liên lạc) khu vực,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFC (army field code),,,,(mật) mã dã chiến,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFC (army finance center),,,,trung tâm tài chính quân đội,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFC (automatic frequency control),,,,sự điều chỉnh tần số tự động; sự kiểm soát tần số tự động,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFCA (Air Force Communications agency),,,,cục thông tin liên lạc không quân,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFCA (Armed Forces contract augmentation program),,,,chương trình hợp đồng tăng cường lực lượng vũ trang,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFCAP (Air Force contract augmentation Program),,,,chương trình hợp đồng nâng cấp không quân,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFCC (air force combat command),,,,bộ tư lệnh không quân chiến đấu,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFCC (Air Force Communications Center),,,,trung tâm thông tin liên lạc không quân,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFCC (Air Force Component Commander),,,,tư lệnh (trưởng) không quân thành phần hợp thành lực lượng liên quân,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,"AFCent; AFCENT (Allied Forces, Central Europe, NATO)",,,,lực lượng liên quân (NATO) ở Trung Âu,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFCERT (Air Force computer emergency response team),,,,đội phản ứng nhanh với tình trạng máy tính không quân,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFCS (Air Force Communications Service),,,,ngành thông tin liên lạc không quân,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFCS (artillery fire-control system),,,,hệ thống chỉ huy hoả lực pháo binh,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFCS (Automatic Fire-Control Systems),,,,các hệ thống chỉ huy hoả lực tự động; tổ hợp thiết bị tự động điều khiển hoả lực,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFCS (automatic flight control system),,,,"hệ thống điều khiển bay tự động, hệ thống tự động kiểm soát bay",FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFD (army field depot),,,,kho dã chiến lục quân,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFD (automatic feeding device),,,,"thiết bị tự động nạp đạn, cơ cấu nạp đạn tự động; thiết bị cung cấp nhiên liệu tự động",FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFDB (floating dry dock),,,,xưởng sửa chữa tàu chiến nổi,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFDC (Air Force Doctrine Center),,,,trung tâm phát triển học thuyết không quân; trung tâm nghiên cứu những nguyên tắc cơ bản về sử dụng không quân,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFDIGS (Air Force digital graphics system),,,,hệ thống đồ hoạ kỹ thuật số của không quân,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFEES (Armed Forces Examining and Entrance Station),,,,trạm khám sức khoẻ và tuyển quân của lực lượng vũ trang,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFEM (Armed Forces Expeditionary Medal),,,,huy chương “Vì phục vụ trong lực lượng viễn chinh”,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFETR (Air Force Eastern Test Range),,,,trường bắn thử Phương Đông của không quân,FALSE,,,img_1364.jpg,FALSE
1364,Military Dictionary,AFF (army field forces),,,,lực lượng lục quân dã chiến,FALSE,,,img_1364.jpg,FALSE
1365,Military Dictionary,"AFFE (Air Force, Far East)",,,,lực lượng không quân khu vực Viễn Đông,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,"AFFE (Allied Forces, Far East)",,,,lực lượng đồng minh khu vực Viễn Đông,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFFIS (Air Facilities File Information System),,,,hệ thống thông tin hồ sơ về các phương tiện bảo đảm của không quân,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFFMA (Air Force Frequency Management Agency),,,,cơ quan điều hành tần số của không quân,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFFOR (Air Force forces),,,,các lực lượng của không quân,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFG (anti-frogman grenade),,,,lựu đạn chống người nhái,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFIC (Air Force Intelligence Center),,,,trung tâm tình báo không quân,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFID (anti-fratricide identification device),,,,dụng cụ nhận dạng chống sát thương quân mình,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFIRB (Armed Forces Identification Review Board),,,,phòng nghiên cứu về nhận dạng của lực lượng vũ trang,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFIT (Air Force Institute of Technology),,,,viện công nghệ không quân,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFIWC (Air Force Information Warfare Center),,,,trung tâm tác chiến tin học của không quân,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFJMAN (Air Force Joint Manual),,,,điều lệnh liên quân của không quân,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,"AFL (Aeroflot, Soviet Air Lines)",,,,(Nga) hãng hàng không Liên Xô,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,"AFLANT (Air Forces, Atlantic Command)",,,,bộ chỉ huy không quân Mỹ ở Đại Tây Dương,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFLC (Air Force Logistic Command),,,,"bộ chỉ huy bảo đảm trang bị kỹ thuật không quân, bộ tư lệnh hậu cần không quân",FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,afld (airfield),,,,sân bay,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFLE (Air Force Liaison Element),,,,phân đội thông tin liên lạc (hiệp đồng) của không quân,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFLNO (Air Force liaison officer),,,,sĩ quan thông tin liên lạc (hiệp đồng) của không quân,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFM (Air Force Manual),,,,điều lệnh không quân,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFMAN (Air Force Manual),,,,điều lệnh không quân,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFMC (Air Force Materiel Command),,,,bộ tư lệnh vật chất và khí tài không quân; bộ tư lệnh bảo đảm trang bị kỹ thuật không quân,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFMD (Air Force Missile Division),,,,sư đoàn tên lửa có điều khiển của lực lượng không quân,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFMDC (Air Force Missile Development Center),,,,trung tâm nghiên cứu cải tiến tên lửa không quân,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFME (Armed Forces medical examiner),,,,bác sĩ khám sức khoẻ của lực lượng vũ trang,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,"AFMED (Allied Forces, Mediterranean)",,,,lực lượng liên quân NATO khu vực Địa Trung Hải,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFMIC (Armed Forces Medical Intelligence Center),,,,trung tâm tình báo y học của lực lượng vũ trang,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFMLO (Air Force Medical Logistics Office),,,,phòng hậu cần quân y không quân,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFMS (Air Force Medical Service),,,,ngành quân y không quân,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFMS (automatic flight management system),,,,hệ thống quản lý bay tự động; hệ thống tự động quản lí bay,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFMTC (Air Force Missile Test Center),,,,trung tâm thử nghiệm tên lửa không quân,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,"AFN (American Forces Network, in Europe)",,,,mạng liên lạc vô tuyến của quân Mỹ (ở châu Âu),FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,"AFNE (Allied Forces, Northern Europe)",,,,lực lượng liên quân NATO khu vực Bắc Âu,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,"AFNORTH (Allied Forces, Northern Europe)",,,,lực lượng liên quân NATO khu vực Bắc Âu,FALSE,,,img_1365.jpg,FALSE
1365,Military Dictionary,AFNSEP (Air Force National Security and Emergency Preparedness Agency),,,,cơ quan chuẩn bị sẵn sàng cho tình trạng khẩn cấp và an ninh quốc gia của không quân,FALSE,,,img_1365.jpg,FALSE
1366,Military Dictionary,AFOAT (Air Force Office for Atomic Energy),,,,cơ quan năng lượng nguyên tử của không quân,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFOE (assault follow-on echelon),,,,thê đội xung phong tiếp theo (thê đội 2 trong tiến công),FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFOSI (Air Force Office of Special Investigations),,,,phòng điều tra đặc biệt của không quân,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFOSR (Air Force Office of Scientific Research),,,,cơ quan nghiên cứu khoa học của không quân,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFP (Armed Forces Police),,,,"quân cảnh, hiến binh, cảnh sát quân sự",FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFP (assault fire platoon),,,,trung đội hoả lực xung kích,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFPAM (Air Force pamphlet),,,,sổ tay thông tin về không quân,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFPC (Air Force Personnel Center),,,,trung tâm quân lực không quân,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFPD (Air Force Policy Directive),,,,chỉ thị (chỉ lệnh) về chính sách của không quân,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFPD (Armed Forces Police Detachment),,,,"đội cảnh sát quân sự, đội quân cảnh",FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFPEO (Armed Forces Professional Entertainment Overseas),,,,chương trình giải trí nghiệp vụ của lực lượng vũ trang ở hải ngoại,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFPS (Armed Forces Press Service),,,,ngành báo chí của lực lượng vũ trang,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFR (Air Force Regulation),,,,điều lệnh không quân,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFR (Air Force Reserve),,,,lực lượng dự bị không quân,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFR (assign frequency for networking),,,,sự phân bố tần số lập mạng thông tin liên lạc,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFRC (Air Force Reserve Command),,,,bộ tư lệnh lực lượng dự bị không quân,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFRC (Armed Forces Recreation Center),,,,trung tâm giải trí của lực lượng vũ trang,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFRCC (Air Force rescue coordination center),,,,trung tâm hiệp đồng giải cứu của không quân,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFRM (Armed Forces Reserve Medal),,,,huy chương quân dự bị,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFROTC (Air Force Reserve Officer's Training Corps),,,,cục huấn luyện sĩ quan dự bị không quân,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFRRI (Armed Forces Radiobiology Research Institute),,,,viện nghiên cứu sinh học và phóng xạ của lực lượng vũ trang,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFRTS (Armed Forces Radio and Television Service),,,,ngành phát thanh và truyền hình lực lượng vũ trang,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFS (Air Force speciality),,,,chuyên ngành không quân,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFS (automatic flight system),,,,"hệ thống điều khiển bay tự động, hệ thống tự động điều khiển bay",FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFSATCOM (Air Force satellite communications),,,,"mạng thông tin liên lạc vệ tinh của không quân, phương tiện thông tin liên lạc vệ tinh của không quân",FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFSC (Air Force Systems Command),,,,"bộ chỉ huy hệ thống của không quân, bộ tư lệnh hệ thống của không quân",FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFSC (Armed Forces Staff College),,,,trường sĩ quan tham mưu của lực lượng vũ trang,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFSC (United States Air Force specialty code),,,,mã đặc biệt của không quân Mỹ,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFSN (Air Force Service Number),,,,số hiệu quân nhân không quân,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFSOB (Air Force special operations base),,,,căn cứ tác chiến đặc biệt của không quân,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFSOC (Air Force Special Operations Command),,,,bộ chỉ huy tác chiến đặc biệt của không quân,FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFSOC (Air Force special operations component),,,,thành phần tác chiến đặc biệt không quân (trong lực lượng hợp thành),FALSE,,,img_1366.jpg,FALSE
1366,Military Dictionary,AFSOCC (Air Force special operations control center),,,,trung tâm chỉ huy tác chiến đặc biệt của không quân,FALSE,,,img_1366.jpg,FALSE
1367,Military Dictionary,AFSOD (Air Force special operations detachment),,,,đội biệt phái của lực lượng tác chiến đặc biệt không quân,FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,AFSOE (Air Force special operations element),,,,phân đội tác chiến đặc biệt của không quân; thành phần tác chiến đặc biệt của không quân,FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,AFSOF (Air Force special operations forces),,,,các lực lượng tác chiến đặc biệt của không quân,FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,"AFSOUTH (Allied Forces, Southern Europe)",,,,"lực lượng đồng minh khu vực Bắc Âu, lực lượng liên quân NATO khu vực Bắc Âu",FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,AFSPACE (United States Space Command Air Force),,,,không quân thuộc bộ chỉ huy vũ trụ Mỹ,FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,"AFSPC (Air Force Space Command, Mỹ)",,,,bộ chỉ huy vũ trụ của không quân,FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,"AFSPOC (Air Force Space Operations Center, Mỹ)",,,,trung tâm chỉ huy tác chiến trên vũ trụ của không quân,FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,AFSSC (Armed Forces Supply Support Center),,,,trung tâm bảo đảm hậu cần của lực lượng vũ trang,FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,AFSTC (Air Force Space Test Center),,,,trung tâm thử nghiệm vũ trụ của không quân,FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,AFSV (Armoured Fire Support Vehicle),,,,"xe bọc thép chi viện hoả lực, xe thiết giáp chi viện hoả lực",FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,AFSWA (Armed Forces Special Weapons Agency),,,,cục vũ khí đặc biệt của quân đội,FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,AFSWC (Air Force Special Weapons Center),,,,trung tâm vũ khí đặc biệt của không quân,FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,AFV (armored fighting vehicle),,,,xe chiến đấu bọc thép,FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,AFTAC (Air Force Technical Applications Center),,,,trung tâm ứng dụng kỹ thuật của không quân,FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,AFTE (afterburning),,,,sự cháy dư; sự đốt tăng lực (trong động cơ phản lực quạt nén hoặc động cơ tua bin phản lực),FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,AFTH (Air Force Theater Hospital),,,,quân y viện chiến trường của không quân,FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,AFTN (Aeronautical Fixed Telecommunications Network),,,,mạng thông tin liên lạc viễn thông hàng không,FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,AFTO (Air Force technical order),,,,mệnh lệnh về công tác kỹ thuật của không quân,FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,AFUS (Air force-United States),,,,"không lực Hoa Kỳ, không quân Mỹ",FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,"AFV (Armored Family of Vehicle, US)",,,,"hệ xe bọc thép (Mỹ), họ xe chiến đấu bọc thép (Mỹ)",FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,AFV (armored fighting vehicle),,,,xe chiến đấu bọc thép,FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,AFW (Air Force wing),,,,phi đội không quân; không đoàn; liên đoàn không quân,FALSE,,,img_1367.jpg,FALSE
1367,Military Dictionary,AFWAR (Air Force personnel on duty with Army),,,,các đơn vị không quân tăng cường cho lục quân; lính không quân bổ sung cho lục quân,FALSE,,,img_1367.jpg,FALSE
