source_page,dictionary_name,word,phonetic,part_of_speech_raw,part_of_speech_code,meaning_vi,is_subentry,example_en,example_vi,image_path,reviewed
1503,Military Dictionary,GVW (Gross Vehicle Weight),,,,tải trọng của xe,FALSE,,,img_1503.jpg,FALSE
1503,Military Dictionary,GW; gw (guerilla warfare),,,,chiến tranh du kích; hoạt động đổ bộ biệt kích,FALSE,,,img_1503.jpg,FALSE
1503,Military Dictionary,GW (guided weapon),,,,tên lửa có điều khiển; vũ khí phản lực có điều khiển,FALSE,,,img_1503.jpg,FALSE
1503,Military Dictionary,GWC (Global Weather Center),,,,trung tâm thời tiết toàn cầu,FALSE,,,img_1503.jpg,FALSE
1503,Military Dictionary,GWEN (ground wave emergency network),,,,(Mỹ) mạng sóng đất (dùng trong tình trạng) khẩn cấp (liên lạc với tàu ngầm chiến lược),FALSE,,,img_1503.jpg,FALSE
1503,Military Dictionary,GWS (guided weapon station),,,,(Anh) trạm tên lửa có điều khiển; căn cứ tên lửa có điều khiển,FALSE,,,img_1503.jpg,FALSE
1503,Military Dictionary,GWS (guided weapon system),,,,tổ hợp vũ khí có điều khiển,FALSE,,,img_1503.jpg,FALSE
1503,Military Dictionary,GZ (ground zero),,,,"tâm nổ hạt nhân trên mặt đất, chiếu tâm nổ hạt nhân trên mặt đất",FALSE,,,img_1503.jpg,FALSE
1504,Military Dictionary,H (hard),,,,phòng chống hạt nhân; được thiết bị phòng chống hạt nhân,FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,H (headquarters),,,,"bộ tư lệnh; bộ chỉ huy; sở chỉ huy, hành dinh, bản doanh",FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,H (heavy),,,,(thuộc) hạng nặng,FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,H (height),,,,độ cao,FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,H (helicopter),,,,"máy bay trực thăng, máy bay lên thẳng",FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,H (hill),,,,điểm cao; quả đồi,FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,H (homing),,,,tự dẫn,FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,H (hospital),,,,viện quân y,FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,H (hour),,,,giờ,FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,H (howitzer),,,,lựu pháo,FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,H (hydrazine),,,,"hiđrozin H2N.NH2; RHN, NH2",FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,H (hydrobomb),,,,"(k.hiệu) bom khinh khí, bom H",FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,H (hydrogen),,,,hydro,FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,H (mustard gas),,,,(k.hiệu) hơi cay,FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,H and S (headquarters and service),,,,sở chỉ huy và phân đội bảo đảm (chỉ huy),FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,"H Bty RA (heavy battery, Royal Artillery)",,,,đại đội pháo binh hạng nặng,FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,H&D (hardened and dispersed),,,,phòng chống và phân giải tác động của vụ nổ hạt nhân,FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,H&I (harassing and interdicting),,,,(hoả lực) quấy rối và cấm chỉ,FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,H&S (headquarters and service),,,,sở chỉ huy và phân đội bảo đảm (chỉ huy),FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,H&S Co (headquarters and service company),,,,sở chỉ huy và đại đội phục vụ (chỉ huy),FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,H.T (high tension),,,,cao áp,FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,HA (heavy artillery),,,,"pháo binh hạng nặng, trọng pháo",FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,HA (holding area),,,,"khu vực chiếm giữ để chặn địch, khu vực chốt",FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,HA (hostile aircraft),,,,máy bay địch,FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,HA (hour angle),,,,"góc giờ, thời giác",FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,haa (heavy antiaircraft artillery),,,,pháo phòng không hạng nặng,FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,HAA (height above airport),,,,độ cao so với sân bay,FALSE,,,img_1504.jpg,FALSE
1504,Military Dictionary,HAARS (high-altitude airdrop resupply system),,,,hệ thống tiếp tế thả dù ở độ cao lớn,FALSE,,,img_1504.jpg,FALSE
