source_page,dictionary_name,word,phonetic,part_of_speech_raw,part_of_speech_code,meaning_vi,is_subentry,example_en,example_vi,image_path,reviewed
1398,Military Dictionary,BATS (ballistic aerial target system),,,,tổ hợp mục tiêu tên lửa đạn đạo trên không,FALSE,,,img_1398.jpg,FALSE
1398,Military Dictionary,BATS (battle area tactical scenario),,,,phương án xử trí tình huống chiến thuật khu vực chiến đấu; phương án xử trí tình huống (chiến đấu) trong khu vực phòng ngự,FALSE,,,img_1398.jpg,FALSE
1398,Military Dictionary,BATS (battle area tactical simulation),,,,sự mô phỏng tình huống chiến thuật khu vực chiến đấu; sự mô phỏng tình huống (chiến đấu) trong khu vực phòng ngự,FALSE,,,img_1398.jpg,FALSE
1398,Military Dictionary,BATT (battalion army training test),,,,kiểm tra huấn luyện tiểu đoàn lục quân,FALSE,,,img_1398.jpg,FALSE
1398,Military Dictionary,BB (Bailey bridge),,,,"cầu lắp ghép bằng kim loại Beli, cầu thép cơ động Beli, cầu Beli",FALSE,,,img_1398.jpg,FALSE
1398,Military Dictionary,BB (bomb),,,,bom,FALSE,,,img_1398.jpg,FALSE
1398,Military Dictionary,BB (breakbulk),,,,hàng hoá quá cỡ,FALSE,,,img_1398.jpg,FALSE
1398,Military Dictionary,BB (base bleed),,,,trích khí đáy (đạn),FALSE,,,img_1398.jpg,FALSE
1398,Military Dictionary,BB (base burn),,,,phụt lửa đáy (đạn),FALSE,,,img_1398.jpg,FALSE
1398,Military Dictionary,BB (battleship),,,,"tàu chủ lực, thiết giáp hạm",FALSE,,,img_1398.jpg,FALSE
1398,Military Dictionary,BB (blowback),,,,(vận hành bằng) luồng hơi phụt hậu,FALSE,,,img_1398.jpg,FALSE
1398,Military Dictionary,BBC (broad-band chaff),,,,nhiễu (tiêu cực) băng tần rộng,FALSE,,,img_1398.jpg,FALSE
1398,Military Dictionary,BBC (built-in ballistic computer),,,,"máy tính đường đạn lắp liền, máy tính thuật phóng lắp liền",FALSE,,,img_1398.jpg,FALSE
1398,Military Dictionary,BBE (bridge boat erection),,,,dựng cầu phao,FALSE,,,img_1398.jpg,FALSE
1398,Military Dictionary,BBGT (brigade & battle group trainer),,,,thiết bị huấn luyện lữ đoàn và chiến đoàn,FALSE,,,img_1398.jpg,FALSE
1398,Military Dictionary,BBH (battalion beachhead),,,,"vị trí đầu cầu đổ bộ (đường biển) của tiểu đoàn, khu vực đổ quân của tiểu đoàn; bãi đổ quân đổ bộ (đường biển) của tiểu đoàn",FALSE,,,img_1398.jpg,FALSE
1398,Military Dictionary,Bbr (bomber),,,,"máy bay ném bom, máy bay cường kích",FALSE,,,img_1398.jpg,FALSE
1398,Military Dictionary,BBS (brigade & battalion simulation),,,,thiết bị mô phỏng cấp lữ đoàn và tiểu đoàn (tình huống chiến đấu),FALSE,,,img_1398.jpg,FALSE
1398,Military Dictionary,BBU (base bleed unit),,,,khối trích khí đáy (đạn),FALSE,,,img_1398.jpg,FALSE
1398,Military Dictionary,BC (battery commander),,,,đại đội trưởng pháo binh; (Mỹ) khẩu đội trưởng pháo binh,FALSE,,,img_1398.jpg,FALSE
