source_page,dictionary_name,word,phonetic,part_of_speech_raw,part_of_speech_code,meaning_vi,is_subentry,example_en,example_vi,image_path,reviewed
1713,Military Dictionary,UPTT (unit personnel and tonnage table),,,,bảng số liệu chuẩn về vận chuyển quân và hàng hoá,FALSE,,,img_1713.jpg,FALSE
1713,Military Dictionary,UQ (ultra quick fuze),,,,"ngòi nổ cực nhanh, ngòi tức thì",FALSE,,,img_1713.jpg,FALSE
1713,Military Dictionary,UR (unsatisfactory report),,,,báo cáo không đầy đủ,FALSE,,,img_1713.jpg,FALSE
1713,Military Dictionary,URBM (ultimate-range ballistic missile),,,,tên lửa đạn đạo có tầm xa nhất,FALSE,,,img_1713.jpg,FALSE
1713,Military Dictionary,urg (urgent),,,,khẩn cấp,FALSE,,,img_1713.jpg,FALSE
1713,Military Dictionary,Urg Msg (urgent message),,,,"báo cáo khẩn cấp, báo cáo nhanh, điện khẩn",FALSE,,,img_1713.jpg,FALSE
1713,Military Dictionary,"URG, URGR (underway replenishment group)",,,,cụm tiếp tế hậu cần trong hành tiến; (hq) nhóm bổ sung dự trữ của tàu trong hành trình trên biển,FALSE,,,img_1713.jpg,FALSE
1713,Military Dictionary,URL (uniform resource locator),,,,thiết bị định vị các phương tiện chiến đấu thống nhất,FALSE,,,img_1713.jpg,FALSE
1713,Military Dictionary,Urv (undersea research vehicle),,,,tàu nghiên cứu ngầm dưới biển,FALSE,,,img_1713.jpg,FALSE
1713,Military Dictionary,US (United States),,,,"liên bang, hợp chủng quốc",FALSE,,,img_1713.jpg,FALSE
1713,Military Dictionary,US; U/S (underwater-to-surface),,,,"ngầm đối mặt (đất, biển); ngầm đối hạm",FALSE,,,img_1713.jpg,FALSE
1713,Military Dictionary,USA (United States Army),,,,lục quân Mỹ; quân đội Mỹ,FALSE,,,img_1713.jpg,FALSE
1713,Military Dictionary,USAAA (United States Army Audit Agency),,,,cơ quan kiểm tra tài chính quân đội Mỹ,FALSE,,,img_1713.jpg,FALSE
