source_page,dictionary_name,word,phonetic,part_of_speech_raw,part_of_speech_code,meaning_vi,is_subentry,example_en,example_vi,image_path,reviewed
1443,Military Dictionary,Cu ft (cubic feet),,,,"bộ khối (0,3092m³)",FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,Cu yd (cubic yard),,,,"thước khối Anh (0,3836 m³)",FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CUL (common-user logistic/logistics),,,,thuộc về hậu cần/ hậu cần sử dụng chung,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CURR (current; currency),,,,dòng,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CUSRPG (Canada - United States Regional Planning Group),,,,nhóm lập kế hoạch khu vực Mỹ - Canada,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CUSW/NAS (Committee on Undersea Warfare-National Academy of Sciences (USA)),,,,ủy ban chiến tranh ngầm dưới biển thuộc viện hàn lâm khoa học quốc gia (Mỹ),FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CV (air plane carriers),,,,"hàng không mẫu hạm, tàu sân bay",FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CV (aircraft carrier),,,,"hàng không mẫu hạm, tàu sân bay",FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CV (combat vehicle),,,,xe chiến đấu,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CV (curriculum vitae),,,,sơ yếu lý lịch,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CVA (attack aircraft carrier),,,,"hàng không mẫu hạm đột kích, tàu sân bay tiến công",FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CVAN (nuclear-powered attack aircraft carrier),,,,hàng không mẫu hạm đột kích nguyên tử,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CVBG (carrier battle group),,,,cụm tác chiến tàu sân bay,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CVC (combat vehicle crewman),,,,thành viên kíp xe chiến đấu,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CVEH (combat vehicle),,,,xe chiến đấu,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CVII (helicopter carrier),,,,(k. hiệu) tàu sân bay trực thăng,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CVISC (combat visual information support center),,,,trung tâm chi viện thông tin chiến đấu bằng hình ảnh,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CVL (light aircraft carrier),,,,tàu sân bay hạng nhẹ,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,"cvn (aircraft carrier, nuclear)",,,,tàu sân bay chạy bằng năng lượng hạt nhân,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CVR (cockpit voice recorder),,,,máy ghi âm tại buồng lái,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,"CVR(T) (combat vehicle, reconnaissance (tracked))",,,,(Anh) xe chiến đấu trinh sát (bánh xích),FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,"CVR(W) (combat vehicle, reconnaissance (wheeled))",,,,(Anh) xe chiến đấu trinh sát (bánh hơi),FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CVS (anti-submarine warfare aircraft carrier),,,,tàu sân bay tác chiến chống ngầm,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CVSD (continuous variable slope delta),,,,máy bay cánh cụp cánh xoè,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,cvt (training aircraft carrier),,,,tàu sân bay huấn luyện,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CVTS (combat vehicle targeting system),,,,tổ hợp ngắm bắn mục tiêu (trên) xe chiến đấu,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,"CVV (aircraft carrier, medium-sized)",,,,(k.hiệu) tàu sân bay cỡ trung,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CVV (V/STOL and hel CV),,,,tàu sân bay chở các máy bay cất cánh thẳng đứng hoặc với đường băng ngắn và máy bay trực thăng,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CVW (carrier air wing),,,,phi đoàn không quân tàu sân bay,FALSE,,,img_1443.jpg,FALSE
1443,Military Dictionary,CVW (cryptovariable weekly (GPS)),,,,mã thay đổi hàng tuần (hệ thống định vị toàn cầu),FALSE,,,img_1443.jpg,FALSE
