source_page,dictionary_name,word,phonetic,part_of_speech_raw,part_of_speech_code,meaning_vi,is_subentry,example_en,example_vi,image_path,reviewed
1413,Military Dictionary,CBMR (capabilities-based munitions requirements),,,,các yêu cầu về đạn dược dựa trên cơ sở khả năng chiến đấu,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,CBMU (construction battalion maintenance unit),,,,đơn vị bảo dưỡng thuộc tiểu đoàn công binh công trình,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,CBN; cbn (carbine),,,,súng cạcbin,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,"CBN (chemical, biological, nuclear)",,,,"(thuộc) hoá học, sinh học và hạt nhân",FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,CBPO (Consolidated Base Personnel Office),,,,phòng quân lực hợp nhất của căn cứ,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,CBPS (chemical biological protective shelter),,,,hầm chống vũ khí hoá học và sinh học,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,CBPS (chemically & biologically protective shelter),,,,hầm phòng tránh vũ khí hóa học và sinh học,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,"CBR (California bearing ratio, measure of ability of airfield surface (paved or not) to support aircraft)",,,,hệ số mặt đỡ của bang Caliphonia (tiêu chuẩn để xác định khả năng bề mặt sân bay để đỗ máy bay),FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,"CBR (chemical, biological, radiological warfare)",,,,"tác chiến hóa học, sinh học và phóng xạ",FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,"CBR (chemical, biological and radiological)",,,,"(thuộc) hoá học, sinh học và phóng xạ",FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,CBR (common bomb rack),,,,giá bom chung,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,"CBR weapons (chemical, biological and radioactive weapons)",,,,"vũ khí hoá học, sinh học và phóng xạ",FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,"CBRC (chemical, bacteriological and radiological center)",,,,"trung tâm trinh sát vũ khí hoá học, vi trùng và phóng xạ",FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,"CBRE (chemical, bacteriological and radiological element)",,,,"phân đội trinh sát vũ khí hoá học, vi trùng và phóng xạ",FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,"CBRM (Commando Brigade, Royal Marines)",,,,(Anh) lữ đoàn biệt kích đổ bộ thuỷ quân lục chiến,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,CBRN (Caribbean Basin Radar Network),,,,mạng rada vùng lòng chảo Caribê,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,"CBRN (chemical, biological, radiological, or nuclear)",,,,"thuộc về hóa học, sinh học, phóng xạ hoặc hạt nhân",FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,CBS (corps battle simulation),,,,sự mô phỏng chiến đấu (cấp) quân đoàn,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,cbt (combat),,,,"trận chiến đấu, trận đánh; (thuộc) chiến đấu",FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,CBT (combating terrorism),,,,chiến đấu chống chủ nghĩa khủng bố,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,cbt bn (combat battalion),,,,tiểu đoàn chiến đấu,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,cbt elm (combat element),,,,"phân đội chiến đấu, thành phần chiến đấu",FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,cbt engr (combat engineer),,,,công binh chiến đấu,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,cbt mvr (combat maneuver),,,,cơ động chiến đấu; thủ đoạn cơ động chiến đấu,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,cbt op (combat operation),,,,hành động chiến đấu; thao tác chiến đấu,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,cbt scty (combat security),,,,cảnh giới chiến đấu,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,cbt spt (combat support),,,,chi viện chiến đấu; bảo đảm chiến đấu,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,cbt spt elm (combat support element),,,,phân đội chi viện chiến đấu; thành phần bảo đảm chiến đấu,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,cbt svc spt (combat service support),,,,sự bảo đảm phục vụ chiến đấu,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,cbt tk (combat tank),,,,xe tăng chiến đấu,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,cbt veh (combat vehicle),,,,xe chiến đấu,FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,CBTI (combat intelligence),,,,"trinh sát chiến đấu; trinh sát chiến thuật; dữ liệu trinh sát chiến thuật, số liệu trinh sát chiến thuật",FALSE,,,img_1413.jpg,FALSE
1413,Military Dictionary,cbtO (combat order),,,,mệnh lệnh chiến đấu,FALSE,,,img_1413.jpg,FALSE
